"CVaR_all","CVaR_se_all","all_CI","CVaR_none","CVaR_se_none","none_CI"
9522.45105863594,176.236263353979,"(9177.028, 9867.874)",8671.97453998676,176.236263353979,"(8326.551, 9017.398)"
