"b0","b1","b3","b4","b2","q","CVaR_cubic","CVaR_se","CI"
-17881.0786012816,2235.93656538386,-22.2990583971821,-2.59824677300223,-1,3602.11999999998,918.011123793631,72.093540623081,"(776.708, 1059.314)"
