"CVaR_all","CVaR_se_all","all_CI","CVaR_none","CVaR_se_none","none_CI"
16519.8521428492,217.580750307279,"(16093.394, 16946.31)",15241.3211021475,217.580750307279,"(14814.863, 15667.779)"
