"b0","b1","b3","b4","b2","q","CVaR_cubic","CVaR_se","CI"
-18085.191458346,2272.77085442716,-24.8777154036168,-2.51982116488458,-1,2214.79,546.299524703845,50.9382192720846,"(446.461, 646.138)"
