"","0.25","0.3","0.4","0.5","0.8","1"
"0.25",9.04757462510197,9.04753595191091,9.04748837725959,9.0452101125549,9.04413860761645,8.97401947109222
"0.3",9.17424138381434,9.17430999751371,9.17429678065853,9.1725229245014,9.17163394008839,9.10874939700284
"0.4",9.39509787066404,9.3953328950074,9.39536776536283,9.39462572622988,9.39403124152686,9.34375551099098
"0.5",9.59071333458692,9.59105405629554,9.59112862932577,9.59143282860749,9.59110367407919,9.55145276527528
"0.8",10.1374539921773,10.1380745383167,10.1382031580342,10.1408430314699,10.1411611033127,10.1273132150533
"1",10.6198113290467,10.6207318290467,10.6205928290467,10.6246563290467,10.6253243290467,10.6259293290467
