"b0","b1","b3","b4","b2","q","Lor_cubic","Lor_se","CI"
-871.768725730861,1532.00489465232,-65.5904589355487,-1.09280798410834,-1,29044.94,7752.48578842916,155.525966611383,"(7447.655, 8057.317)"
