"b0","b1","b3","b4","b2","q","Lor_cubic","Lor_se","CI"
-18085.191458346,2272.77085442716,-24.8777154036168,-2.51982116488458,-1,2214.79,136.574881175961,12.7345548180212,"(111.615, 161.535)"
