"b0","b1","b3","b4","b2","q","Lor_cubic","Lor_se","CI"
-17881.0786012816,2235.93656538386,-22.2990583971821,-2.59824677300223,-1,3602.11999999998,275.403337138089,21.6280621869243,"(233.012, 317.794)"
