"b0","b1","b3","b4","b2","q","Lor_cubic","Lor_se","CI"
-10421.4769030094,943.369828466227,41.4818467087326,0.794824343379657,-1,7485.71,815.787352481779,40.6547050159644,"(736.104, 895.471)"
