"b0","b1","b3","b4","b2","q","Lor_cubic","Lor_se","CI"
-112427.345326257,37881.2219234716,-1305.9233486716,-48.0897370063375,1,150837.11,16678.1520403444,227.002251334059,"(16233.228, 17123.076)"
