"b0","b1","b3","b4","b2","q","Lor_cubic","Lor_se","CI"
-15844.9572791097,2096.33147375709,9.46349143586194,-1.3608552254934,-1,11875.18,1763.55407700119,65.8195302070602,"(1634.548, 1892.56)"
