"CVaR_all","CVaR_se_all","all_CI","CVaR_none","CVaR_se_none","none_CI"
3419.31121109043,119.695705435947,"(3184.708, 3653.915)",2981.03434254257,119.695705435947,"(2746.431, 3215.638)"
