"b0","b1","b3","b4","b2","q","CVaR_cubic","CVaR_se","CI"
-871.768725730861,1532.00489465232,-65.5904589355487,-1.09280798410834,-1,29044.94,9690.60723553645,194.407458264229,"(9309.569, 10071.646)"
