"CVaR_all","CVaR_se_all","all_CI","CVaR_none","CVaR_se_none","none_CI"
1947.01149614713,91.2626338206353,"(1768.137, 2125.886)",1647.50623942847,91.2626338206353,"(1468.631, 1826.381)"
