"b0","b1","b3","b4","b2","q","CVaR_cubic","CVaR_se","CI"
-15844.9572791097,2096.33147375709,9.46349143586194,-1.3608552254934,-1,11875.18,3527.10815400239,131.63906041412,"(3269.096, 3785.121)"
