"b0","b1","b3","b4","b2","q","CVaR_cubic","CVaR_se","CI"
-10421.4769030094,943.369828466227,41.4818467087326,0.794824343379657,-1,7485.71,2039.46838120445,101.636762539911,"(1840.26, 2238.676)"
